desk_id;deskname;top;left;width;height;floor_id;picalign;category;seats;bookable;phone;window;computer;monitor;printer;"ethernet jack";projector;coffee;whiteboard;customclickurl;key;latitude;longitude;function1;function2;function3;function4;function5;закрепленное;zakrep
20210812151232446;"АБК 3-201-2";594;1420;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151233415;"АБК 3-201-1";698;1396;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151340342;"АБК 3-201-3";608;1675;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
202108121513410;"АБК 3-201-4";707;1677;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151341787;"АБК 3-202-5";701;1834;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151344420;"АБК 3-202-6";586;1840;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151345611;"АБК 3-202-7";605;2111;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151346419;"АБК 3-202-8";710;2141;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151347371;"АБК 3-203-9";594;2273;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151348228;"АБК 3-204-10";604;2474;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
2021081215135094;"АБК 3-204-11";600;2659;290;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151351241;"АБК 3-204-14";713;2937;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151352311;"АБК 3-204-15";921;2767;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151353503;"АБК 3-205-17";797;3145;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151354440;"АБК 3-205-18";659;3073;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151355519;"АБК 3-205-20";813;3362;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151356287;"АБК 3-205-19";711;3373;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151358498;"АБК 3-207-21";1663;3411;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151402780;"АБК 3-214-44";2475;2844;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151403711;"АБК 3-214-43";2483;2986;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151404847;"АБК 3-208-26";2084;3577;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151405838;"АБК 3-208-25";1991;3573;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151406808;"АБК 3-208-24";1900;3554;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151407533;"АБК 3-208-23";1899;3420;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151408511;"АБК 3-209-29";2328;3409;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151410117;"АБК 3-209-31";2600;3574;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151411332;"АБК 3-210-34";2738;3593;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151412384;"АБК 3-210-33";2763;3425;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151413736;"АБК 3-210-35";2993;3574;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151414546;"АБК 3-210-36";3004;3436;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
20210812151415516;"АБК 3-211-38";2958;3127;-1;-1;2021070953944760;top;;;True;;;;;;;;;;;;;;;;;;;;
